級,分野,問題文,前後,単位,正解単位,解答,解説
3,損益,"ある商品を¥780,000で売ると、原価の3割の利益がある。この商品の原価はいくらか。",1,"￥|＄|€|￡","￥",600000,"問題文を同じ意味である「原価の3割増しの金額が¥780,000になる」と置き換えてみましょう。つまり、逆算なので割り算になります。|780,000÷1.3"
3,損益,"¥700,000で売ると、原価の4割の利益がある商品の原価はいくらか。",1,"￥|＄|€|￡","￥",500000,"「原価の4割増しが¥700,000」と考えると、逆算なので割り算で求められます。|700,000÷1.4"
3,損益,"原価の18％の利益を見込んで¥873,200の予定売価をつけた。この商品の原価はいくらか。",1,"￥|＄|€|￡","￥",740000,"「原価の18％増しが873,200」と考えると、逆算なので割り算で求められます。|873,200÷1.18"
2,換算,"￡398.95は円でいくらか。ただし、￡1＝¥205とする。（円未満4捨5入）",1,"￥|＄|€|￡","￥",81785,"￡と￥で単位が違うので、掛け算です。|398.95×205"
2,換算,"＄294.06は円でいくらか。ただし、＄1＝¥115とする。（円未満4捨5入）",1,"￥|＄|€|￡","￥",33817,"＄と￥で単位が違うので、掛け算です。|294.06×115"
2,換算,"¥71,200は何ドル何セントか。ただし、＄1＝¥118とする。（セント未満4捨5入）",1,"￥|＄|€|￡","＄",603.39,"￥どうしなので、割り算です。|71,200÷118"
2,換算,"€628.50は円でいくらか。ただし、€1＝¥139とする。（円未満4捨5入）",1,"￥|＄|€|￡","￥",87362,"€と￥で単位が違うので、掛け算です。|628.5×139"
2,換算,"¥10,500は何ユーロ何セントか。ただし、€1＝¥124とする。（セント未満4捨5入）",1,"￥|＄|€|￡","€",84.68,"￥どうしなので、割り算です。|10,500÷124"
2,換算,"9,100ydは何メートルか。ただし、1yd＝0.9144ｍとする。（メートル未満4捨5入）",2,"yd|ｍ","ｍ",8321,"ydとｍで単位が違うので掛け算です。|9,100×0.9144"
2,換算,"480英トンは何キログラムか。ただし、1英トン＝1,016kgとする。",2,"英トン|kg","kg",487680,"英トンとkgで単位が違うので掛け算です。|480×1,016"
2,換算,"39,000kgは何英トンか。ただし、1英トン＝1,016kgとする。（英トン未満4捨5入）",2,"kg|英トン","英トン",38,"kgどうしなので割り算です。|39,000÷1,016"
2,換算,"5,700kgは何ポンドか。ただし、1lb＝0.4536kgとする。（ポンド未満4捨5入）",2,"kg|lb","lb",12566,"kgどうしなので割り算です。|5,700÷0.4536"
2,換算,"6,300lbは何キログラムか。ただし、1lb＝0.4536kgとする。（キログラム未満4捨5入）",2,"lb|kg","kg",2858,"lbとkgで単位が違うので掛け算です。|6,300×0.4536"
2,換算,"910米トンは何キログラムか。ただし、1米トン＝907.2kgとする。",2,"米トン|kg","kg",825552,"米トンとkgで単位が違うので掛け算です。|910×907.2"
2,換算（応用）,"1ydにつき¥530の商品を70m建にするといくらか。ただし、1yd＝0.9144ｍとする。（計算の最終で円未満4捨5入）",1,"￥|yd|ｍ","￥",40573,"まずは、ydあたりの金額をｍにします。それに「×70」で求められます。|530÷0.9144×70"
2,換算（応用）,"10lbにつき＄19.26の商品を2,790lb仕入れた。仕入代金は円でいくらか。ただし、＄1＝¥151とする。（計算の最終で円未満4捨5入）",1,"￥|＄|€|￡","￥",811405,"1lb当たりの金額（＄1.926）を求めて、2,790を掛けます。これは＄（ドル）なので、￥に換算（単位が違うので掛け算）します。|19.26÷10×2,790÷151"
2,換算（応用）,"1kgにつき＄7.80の商品を210kg仕入れた。仕入代金は円でいくらか。ただし、＄1＝¥108とする。",1,"￥|＄|€|￡","￥",176904,"まず、210kgの金額を＄のまま計算し、円にしましょう。単位が違うので掛け算です。|7.80×210×108"
2,換算（応用）,"1個につき＄16.90の商品を390個仕入れた。仕入代金は円でいくらか。ただし、＄1＝¥113とする。",1,"￥|＄|€|￡","￥",744783,"まず、＄のまま390個分の金額を求めます。次に単位の違う円にするので掛け算です。|16.90×390×113"
2,換算（応用）,"10ydにつき￡40.50の商品を640yd仕入れた。仕入れ代金は円でいくらか。ただし、￡1＝¥153とする。",1,"￥|＄|€|￡","￥",396576,"まず、￡のまま1yd分の金額を求めて、640yd分の金額を求めます。次に単位の違う円にするので掛け算です。|40.50÷10×640×153"
2,換算（応用）,"1Lにつき¥820の商品を30L販売した。代金は何ドル何セントか。ただし、＄1＝¥116とする。（セント未満4捨5入）",1,"￥|＄|€|￡","＄",212.07,"まず30L分の金額を￥で求めます。次に＄にしたいので、￥と￥で割り算です。|820×30÷116"
2,換算（応用）,"20kgにつき¥9,600の商品を350kg販売した。代金は何ユーロ何セントか。ただし、€1＝¥149とする。（セント未満4捨5入）",1,"￥|＄|€|￡","€",1127.52,"1kg分の金額を求めて350kg分の金額を求めます。次に￥と￥なので割り算です。|9,600÷20×350÷149"
2,換算（応用）,"1ydにつき¥5,300の商品を10m建にするといくらになるか。ただし、1yd＝0.9144mとする。（計算の最終で円未満4捨5入）",1,"￥|＄|€|￡","￥",57962,"まず、1mあたりの金額を求めて、10mの金額を求めます。|5,300÷0.9144×10"
2,換算（応用）,"1米トンにつき¥298,160の商品を50kg建にするといくらになるか。ただし、1米トン＝907.2kgとする。（計算の最終で円未満4捨5入）",1,"￥|＄|€|￡","￥",16433,"まず、1kgあたりの金額を求めて、50kgの金額を求めます。|298,160÷907.2×50"
2,換算（応用）,"10lbにつき¥47,628の商品を60kg建にするといくらになるか。ただし、1lb＝0.4536kgとする。",1,"￥|＄|€|￡","￥",630000,"まず、1lb当たりの金額を求めて、1kgあたりの金額を求めます。次に、60kgの金額を求めます。|47,628÷10÷0.4536×60"
2,割合,"ある商品の先月の販売数量は762,000本で、今月の販売数量は632,460本であった。今月の販売数量は先月の販売数量に比べて何割何分減少したか。（１割２分なら、1.2と入力してください）",2,"割|％|","割",1.7,"「ＡはＢの」という問題は「Ａ÷Ｂ」なので、その順番で割り算をします。|632,460÷762,000=0.83　減った分を答えるので、1-0.83=0.17（1割7分）"
2,割合,"ある商店の先月の売上数量は5,900kgで、今月の売上数量は7,198kgであった。売上数量は、先月に比べて何パーセント増加したか。",2,"割|％|","％",22,"「今月は先月と比べて」という意味なので、今月÷先月の答えから増えた分だけを答えればよいという事です。|7,198÷5,900"
2,損益,"ある商品を¥805,690で販売したところ、原価の13％の利益を得た。この商品の原価はいくらか。",1,"￥|＄|€|￡","￥",713000,"「原価の13％増し」が￥805,690になると考えてください。つまり、逆算です。｜805,690÷1.13"
2,損益,"ある商品を1ダースにつき¥7,560で仕入れ、仕入代金¥589,680を支払った。仕入数量は何個か。",2,"￥|個|ダース","個",936,"１ダースは12個なので、１個あたりの金額（7,560÷12=630）を求めます。あとは、「代金合計÷1個あたり」で求められます。|7,560÷12=630　→　589,680÷630"
2,損益,"原価¥220,000の商品に原価の2割8分の利益を見込んで予定売価をつけたが、予定売価から¥14,720値引きして販売した。実売価はいくらか。",1,"￥|＄|€|￡","￥",266880,"原価に利益を上乗せするので、「×1.28」です。そこから値引き額を引けば求められます。|220,000×1.28-14,720"
2,損益,"2冊につき¥1,740の商品を970冊仕入れ、諸掛り¥42,100を支払った。この商品の諸掛込原価に利益を見込んで全部販売したところ、実売価の総額が¥1,204,960となった。利益の総額はいくらか。",1,"￥|＄|€|￡","￥",318960,"1冊あたりの金額（1,740÷2）を求め、970を掛けます。その金額に諸掛42,100を足します。これが原価になるので、売価-原価で利益が求められます。|1,740÷2×970+42,100　　1,204,960-886,000"
2,損益,"原価¥234,000の商品を¥319,410で販売した。利益額は原価の何パーセントか。パーセントの小数第1位まで求めよ。",2,"￥|％|割","％",36.5,"「Ａ÷Ｂ」で求められますが、利益額が書いていないので計算（319,410-234,000）で求めます。そのあと、利益額÷原価で求められます。"
2,損益,"ある商品を1個につき ¥460で仕入れ、代価として¥197,800を支払った。仕入数量は何個か。",2,"￥|個|割","個",430,"合計金額÷単価で求めることができます。|197,800÷460"
2,損益,"ある商品を10mにつき¥4,500で仕入れ、代価として¥441,000を支払った。仕入数量は何メートルであったか。",2,"￥|ｍ","ｍ",980,"まず、1mあたりの金額を求めてから、代価÷単価で求めます。|4,500÷10＝450　→　441,000÷450"
2,損益,"ある商品を20Lにつき¥3,800で仕入れ、代価として¥140,600を支払った。仕入数量は何リットルであったか。",2,"￥|Ｌ","Ｌ",740,"まず、1Lあたりの金額を求めてから、代価÷単価で求めます。|3,800÷20＝190　→　140,600÷190"
2,損益,"ある商品を50kgにつき¥6,400で仕入れ、代価として¥268,800を支払った。仕入数量は何キログラムであったか。",2,"￥|kg","kg",2100,"まず、1kgあたりの金額を求めてから、代価÷単価で求めます。|6,400÷50＝128　→　268,800÷128"
2,損益,"1kgにつき¥6,300の商品を140kg仕入れ、諸掛りとして¥73,000を支払った。諸掛込現価はいくらか。",1,"￥|＄|€|￡","￥",955000,"商品代金＋諸掛りを求めます。|6,300×140+73,000"
2,損益,"ある商品を¥162,400で仕入れ、諸掛り¥7,600を支払った。この商品に諸掛込原価の13％の利益を見込んで販売すると、利益額はいくらか。",1,"￥|＄|€|￡","￥",22100,"諸掛込原価を求めてから「利益額」を求めます。売上額ではありません。|162,400＋7,600＝170,000　→　170,000×0.13"
2,損益,"1Lにつき¥830の商品を600L仕入れ、諸掛りとして¥42,000を支払った。この商品に諸掛込原価の24％の利益を見込んで販売すると利益の総額はいくらか。",1,"￥|＄|€|￡","￥",129600,"諸掛込原価を求めてから「利益額」を求めます。売上額ではありません。|830×600+42000＝540,000　→　540,000×0.24"
2,損益,"ある商品を¥521,500で仕入れ、仕入諸掛¥47,500を支払った。この商品に諸掛込原価の19％の利益を見込むと、売上高はいくらか。",1,"￥|＄|€|￡","￥",677110,"諸掛込原価を求めてから、利益を含んだ「売上高（販売額）」を求めます。|521,500+47,500＝569,000　→　569,000×1.19"
2,損益,"1個につき¥750の商品を460個仕入れ、諸掛りとして¥35,000を支払った。この商品に諸掛込原価の20％の利益を見込んで販売すると、実売価の総額はいくらか。",1,"￥|＄|€|￡","￥",456000,"諸掛込原価を求めてから、利益額を含んだ「実売価」を求めます。|750×460＝380,000　→　380,000×1.2"
2,損益,"原価¥430,000の商品に原価の20％の利益をみて予定売価をつけ、予定売価の15％引きで販売した。実売価はいくらか。",1,"￥|＄|€|￡","￥",438600,"まず、利益を含んだ予定売価を求めてから15％引きした金額を求めます。|430,000×1.2×0.85"
2,損益,"原価¥860,000の商品に原価の34％の利益をみて予定売価をつけ、予定売価から¥92,000値引きして販売した。実売価はいくらか。",1,"￥|＄|€|￡","￥",1060400,"まず、利益を含んだ予定売価を求めてから値引き後の売価を求めます。|860,000×1.34-92,000"
2,損益,"原価¥550,000の商品に原価の22％の利益をみて予定売価をつけ、予定売価の16％引きで販売した。実売価はいくらか。",1,"￥|＄|€|￡","￥",563640,"まず、利益を含んだ予定売価を求めて、16％引きの金額を求めます。|550,000×1.22×0.84"
2,損益,"原価¥370,000の商品に¥66,600の利益をみて予定売価をつけ、予定売価の12%引きで販売した。値引額はいくらか。",1,"￥|＄|€|￡","￥",52392,"まず、利益を含んだ予定売価を求めて、「値引額」を求めます。売価ではありません。|370,000+66,600×0.12"
2,損益,"原価¥650,000の商品に原価の2割6分の利益をみて予定売価をつけ、予定売価から¥89,000値引きして販売した。利益額はいくらか。",1,"￥|＄|€|￡","￥",80000,"まず、利益を含んだ予定売価を求めて、値引き後の売価を求めます。そのあと、売価－原価で利益額を求めます。|650,000×1.26-89,000＝730,000　→　730,000-650,000"
2,損益,"原価¥492,000の商品を販売して¥132,840の利益を得た。利益額は原価の何パーセントであったか。",2,"￥|％|割","％",27,"「利益額は原価の」なので、利益額÷原価で求めます。|132,840÷492,000"
2,損益,"原価¥525,000の商品を¥640,500で販売した。利益額は原価の何パーセントであったか。",2,"￥|％|割","％",22,"問題文に利益が書いていないので、売価－原価で利益を求めてから、利益額÷原価で求めます。|640,500-525,000＝115,500　→　115,500÷525,000"
2,損益,"原価¥248,300の商品を¥332,722で販売した。利益額は原価の何パーセントであったか。",2,"￥|％|割","％",34,"問題文に利益が書いていないので、売価－原価で利益を求めてから、利益額÷原価で求めます。|332,722－248,300＝84,422　→　84,422÷248,300"
2,損益,"予定売価¥415,000の商品を予定売価から¥70,550値引きして販売した。値引額は予定売価の何パーセントであったか。",2,"￥|％|割","％",17,"値引額÷予定売価で求められます。|70,550÷415,000"
2,損益,"予定売価¥745,000の商品を¥573,650で販売した。値引額は予定売価の何パーセントであったか。",2,"￥|％|割","％",23,"問題文に値引額が書いていないので、値引額を求めてから、値引額÷予定売価で求めます。|745,000-576,650＝171,350　→　171,350÷745,000"
2,損益,"原価¥610,000の商品に原価の3割5分の利益をみて予定売価をつけ、予定売価から¥214,110値引きして販売した。値引額は予定売価の何パーセントであったか。",2,"￥|％|割","％",26,"問題文に予定売価が書いていないので、予定売価を先に求めてから、値引額÷予定売価で求めます。|610,000×1.35＝823,500　→　214,110÷823,500"
2,単利,"元金¥7,930,000を年利率4.86％の単利で10月19日から12月20日まで貸し付けると、期日に受け取る利息はいくらか。（片落とし，円未満切り捨て）",1,"￥|＄|€|￡","￥",65464,"まずは日数を求めましょう。次に元金×利率×期間÷365で利息を求めます。|7,930,000×0.0486×62÷365"
2,単利,"元金¥5,140,000を年利率0.68％の単利で5月23日から8月12日まで借り入れると、期日に支払う元利合計はいくらか。（片落とし、円未満切り捨て）",1,"￥|＄|€|￡","￥",5147756,"まずは日数（81日）を計算して利息（5,140,000×0.068×81÷365）を計算します。そのあと、元金と足して求めます。|5,140,000×0.068×81÷365+5,140,000"
2,単利,"年利率1.46％の単利で3月8日から5月25日まで貸し付けたところ、期日に利息¥6,708を受け取った。元金はいくらか。（片落とし）",1,"￥|＄|€|￡","￥",2150000,"まずは日数（78日）を求めます。次に、元金以外を掛けたり割ったりして「÷÷利息」で求められます。|0.0146×78÷365÷÷6,708"
2,単利,"¥3,480,000を年利率2.39％の単利で借り入れ、期日に利息¥48,517を支払った。借入期間は何か月間か。",2,"￥|％|か月","か月",7,"わからないもの（月数）以外を普通に計算して「÷÷利息」で求められます。|3,480,000×0.0239÷12÷÷48,517"
2,単利,"¥6,540,000を年利率3.92％の単利で8か月間貸すと、利息はいくらか。",1,"￥|＄|€|￡","￥",170912,"元金×利率×期間÷12の公式で利息を求めます。|6,540,000×0.0392×8÷12"
2,単利,"元金¥7,620,000を年利率4.54％の単利で1年5か月間借りると、利息はいくらか。",1,"￥|＄|€|￡","￥",490093,"元金×利率×期間÷12の公式で利息を求めます。|7,620,000×0.0454×17÷12"
2,単利,"¥6,180,000を年利率3.45％の単利で146日間貸すと、利息はいくらか。",1,"￥|＄|€|￡","￥",85284,"元金×利率×期間÷365の公式で利息を求めます。|6,180,000×0.0345×146÷365"
2,単利,"¥2,130,000を年利率5.28％の単利で67日間貸すと、利息はいくらか。（円未満切り捨て）",1,"￥|＄|€|￡","￥",20644,"元金×利率×期間÷365の公式で利息を求めます。|2,130,000×0.0528×67÷365"
2,単利,"元金¥9,420,000を年利率4.67％の単利で5月18日から7月14日まで借りると、利息はいくらか。（片落とし、円未満切り捨て）",1,"￥|＄|€|￡","￥",68698,"日数を計算（57日）した後、元金×利率×期間÷365の公式で利息を求めます。|9,420,000×0.0467×57÷365"
2,単利,"元金¥4,790,000を年利率0.27％の単利で7月8日から10月25日まで借りると、利息はいくらか。（片落とし、円未満切り捨て）",1,"￥|＄|€|￡","￥",3862,"日数を計算（109日）した後、元金×利率×期間÷365の公式で利息を求めます。|4,790,000×0.0027×109×365"
2,単利,"¥2,460,000を年利率3.68％の単利で11か月間貸すと、期日に受け取る元利合計はいくらか。",1,"￥|＄|€|￡","￥",2542984,"元金×利率×期間÷12の公式で利息（82,984）を求めた後、元金を足して求めます。|2,460,000×0.0368×11÷12＝82,984|2,460,000＋82,984"
2,単利,"¥3,710,000を年利率5.43％の単利で96日間借りると、期日に支払う元利合計はいくらか。（円未満切り捨て）",1,"￥|＄|€|￡","￥",3762984,"元金×利率×期間÷365の公式で利息（52,984）を求めた後、元金を足して求めます。|3,710,000×0.0543×96÷365＝52,984|3,710,000＋52,984"
2,単利,"¥8,650,000を年利率0.46％の単利で4月16日から7月5日まで貸すと、期日に受け取る元利合計はいくらか。（片落とし、円未満切り捨て）",1,"￥|＄|€|￡","￥",8658721,"日数を計算（80日）し、元金×利率×期間÷365の公式で利息（8,721）を求めた後、元金を足して求めます。|8,650,000×0.0046×80÷365＝8,721|8,650,000＋8,721"
2,単利,"年利率3.25％の単利で9か月間借り入れ、期日に利息¥93,600を支払った。元金はいくらであったか。",1,"￥|＄|€|￡","￥",3840000,"わからないもの（元金）以外を公式通りに計算して「÷÷利息」で求められます。|0.0325×9÷12÷÷93,600"
2,単利,"年利率4.83％の単利で146日間貸し付け、期日に利息¥89,838を受け取った。元金はいくらであったか。",1,"￥|＄|€|￡","￥",4650000,"わからないもの（元金）以外を公式通りに計算して「÷÷利息」で求められます。|0.0483×146÷365÷÷89,838"
2,単利,"年利率2.46％の単利で11か月間貸し付け、期日に利息¥170,478を受け取った。元金はいくらであったか。",1,"￥|＄|€|￡","￥",7560000,"わからないもの（元金）以外を公式通りに計算して「÷÷利息」で求められます。|0.0246×11÷12÷÷170,478"
2,単利,"年利率0.73％の単利で105日間貸し付け、期日に利息¥4,914を受け取った。元金はいくらであったか。",1,"￥|＄|€|￡","￥",2340000,"わからないもの（元金）以外を公式通りに計算して「÷÷利息」で求められます。|0.0073×105÷365÷÷4,914"
2,単利,"¥5,840,000を単利で4月20日から7月2日まで借り入れ、期日に利息¥32,120を支払った。利率は年何パーセントであったか。パーセントの小数第2位まで求めよ。（片落とし）",2,"￥|％|割","％",2.75,"日数を計算（73日）して、わからないもの（利率）以外を公式通りに計算して「÷÷利息」で求められます。|5,840,000×73÷365÷÷32,120"
2,単利,"¥6,570,000を単利で7月15日から9月23日まで借り入れ、利息¥18,396を支払った。利率は年何パーセントであったか。パーセントの小数第2位まで求めよ。（片落とし）",2,"￥|％|割","％",1.46,"日数を計算（70日）して、わからないもの（利率）以外を公式通りに計算して「÷÷利息」で求められます。|6,570,000×70÷365÷÷18,396"
2,単利,"¥2,190,000を単利で8月3日から10月25日まで借り入れ、利息¥1,743を支払った。利率は年何パーセントであったか。パーセントの小数第2位まで求めよ。（片落とし）",2,"￥|％|割","％",0.35,"日数を計算（83日）して、わからないもの（利率）以外を公式通りに計算して「÷÷利息」で求められます。|2,190,000×83÷365÷÷1,743"
2,単利,"¥4,530,000を年利率2.54％の単利で貸し付け、利息¥134,239を受け取った。貸付期間は何か月間であったか。（月数のまま答えなさい。）",2,"か月|年|日","か月",14,"わからないもの（月数）以外を公式通りに計算して「÷÷利息」で求められます。|4,530,000×0.0254÷12÷÷134,239|※実際の検定は「○年△か月」と答えなければなりません。"
2,単利,"¥8,350,000を年利率0.16％の単利で貸し付け、利息¥5,344を受け取った。貸付期間は何日間であったか。",2,"か月|年|日","日",146,"わからないもの（日数）以外を公式通りに計算して「÷÷利息」で求められます。|8,350,000×0.0016÷365÷÷5,344"
2,電子記録債権,"電子記録債権 ¥4,350,000を割引率年6.25％で割り引くと、割引料はいくらか。ただし、割引日数は41日とする。（円未満切り捨て）",1,"￥|＄|€|￡","￥",30539,"額面金額×利率×日数÷365で割引料を求めます。（利息と同じ計算）|4,350,000×0.0625×41÷365"
2,電子記録債権,"2月24日支払期日の電子記録債権 ¥9,590,000を1月6日に割引率年3.75％で割り引くと、手取金はいくらか。（両端入れ、割引料の円未満切り捨て）",1,"￥|＄|€|￡","￥",9540737,"まずは支払期日が後になるように日数（両端入れなので50日）を求めます。割引料を利息と同じ計算式で求めます。そのあと、額面金額から引いて求めます。|9,590,000×0.0375×50÷365=49,263　→　9,590,000-49,263"
2,電子記録債権,"電子記録債権 ¥9,460,000を割引率年4.35％で割り引くと、割引料はいくらか。ただし、割引日数は39日とする。（円未満切り捨て）",1,"￥|＄|€|￡","￥",43969,"額面金額×利率×日数÷365で割引料を求めます。（利息と同じ計算）|9,460,000×0.0435×39÷365"
2,電子記録債権,"7月10日支払期日の電子記録債権 ¥7,240,000を割り引くため、5月23日に電子債権記録機関へ譲渡記録の請求をおこなうと、割引料はいくらか。ただし、割引率年3.25％とする。（両端入れ、円未満切り捨て）",1,"￥|＄|€|￡","￥",31588,"まずは支払期日が後になるように日数（両端入れなので49日）を求めます。そのあと、額面金額×利率×日数÷365で割引料を求めます。（利息と同じ計算）|7,240,000×0.0325×49÷365"
2,電子記録債権,"電子記録債権 ¥7,000,000のうち¥1,620,000は支払代金の支払いのため仕入先へ譲渡し、残額を割引率年6.75％で割り引くと、割引料はいくらか。ただし、割引日数は57日とする。",1,"￥|＄|€|￡","￥",56711,"問題文をよく読んで、「いくらの債権を割り引くのか」を考えましょう。今回は「7,000,000-1,620,000」の5,380,000を割り引くことになります。|5,380,000×0.0675×57÷365"
2,電子記録債権,"電子記録債権 ¥4,830,000を割引率年5.75％で割り引くと、割引料はいくらか。ただし、割引日数は52日とする。",1,"￥|＄|€|￡","￥",39566,"額面金額×利率×日数÷365で割引料を求めます。（利息と同じ計算）|4,830,000×0.0575×52÷365"
2,電子記録債権,"電子記録債権残高のうち ¥6,140,000を割引率年2.15％で割り引くと、手取金はいくらか。ただし、割引日数は46日とする。（割引料の円未満切り捨て）",1,"￥|＄|€|￡","￥",6123364,"額面金額×利率×日数÷365で割引料を求め、額面金額-割引料で求めます。|6,140,000×0.0215×46÷365=16,636　→　6,140,000-16,636"
2,電子記録債権,"電子記録債権残高のうち ¥4,130,000を割引率年4.25％で割り引くと、手取金はいくらか。ただし、割引日数は31日とする。（割引料の円未満切り捨て）",1,"￥|＄|€|￡","￥",4115093,"額面金額×利率×日数÷365で割引料を求め、額面金額-割引料で求めます。|4,130,000×0.0425×31÷365=14,907　→　4,130,000-14,907"
2,電子記録債権,"電子記録債権残高のうち ¥2,970,000を割り引くため、2月16日に割引率年2.75％で電子債権記録機関へ譲渡記録の請求をおこなうと、手取金はいくらか。ただし、支払期日は4月10日とする。（うるう年、両端入れ、割引料の円未満切り捨て）",1,"￥|＄|€|￡","￥",2957693,"割引日～支払期日の日数（55日）を両端入れ、うるう年で求めて、割引料を計算してから「額面金額－割引料」で求めます。|2,970,000×0.0275×55÷365＝12,307　→　2,970,000-12,307"
2,電子記録債権,"電子記録債権 ¥5,620,000を割引率年3.45％で割り引くと、手取金はいくらか。ただし、割引日数は43日とする。（割引料の円未満切り捨て）",1,"￥|＄|€|￡","￥",5597159,"額面金額×利率×日数÷365で割引料を求めて、「額面金額－割引料」で手取金を求めます。|5,620,000×0.0345×43÷365＝22,841　→　5,620,000-22,841"
2,電子記録債権,"6月20日に発生した電子記録債権 ¥8,910,000を割り引くため、7月10日に電子債権機関へ譲渡記録の請求をおこなうと、手取金はいくらか。ただし、支払期日は8月15日、割引率5.75％とする。（両端入れ、割引料の円未満切り捨て）",1,"￥|＄|€|￡","￥",8858066,"7月10日～8月15日までの日数（37日）を両端入れで求めて、割引料を計算します。そのあと、「額面金額－割引料」で求めます。|8,910,000×0.0575×37÷365＝51,934　→　8,910,000－51,934"
2,仲立人,"仲立人が売り主・買い主双方から3.4％ずつの手数料を受け取る約束で¥4,570,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",4725380,"仲立人の問題は誰の金額を求めるかを把握しましょう。今回は買い主なので（1+％）です。|4,570,000×1.034"
2,仲立人,"仲立人が売り主・買い主双方から3.4％ずつの手数料を受け取る約束で¥4,570,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",4414620,"売り主なので（1-％）です。|4,570,000×0.966"
2,仲立人,"仲立人が売り主・買い主双方から3.4％ずつの手数料を受け取る約束で¥4,570,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",310760,"仲立人なので（売り主・買い主の手数料％の合計）です。|4,570,000×0.068"
2,仲立人,"仲立人が売り主・買い主双方から3.1％ずつの手数料を受け取る約束で¥1,570,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",1618670,"買い主なので（1+％）です。|1,570,000×1.031"
2,仲立人,"仲立人が売り主・買い主双方から3.1％ずつの手数料を受け取る約束で¥1,570,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",1521330,"売り主なので（1-％）です。|1,570,000×0.969"
2,仲立人,"仲立人が売り主・買い主双方から3.1％ずつの手数料を受け取る約束で¥1,570,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",97340,"仲立人なので（売り主・買い主の手数料％の合計）です。|1,570,000×0.062"
2,仲立人,"仲立人が売り主・買い主双方から2.8％ずつの手数料を受け取る約束で¥5,170,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",5314760,"買い主なので（1+％）です。|5,170,000×1.028"
2,仲立人,"仲立人が売り主・買い主双方から2.8％ずつの手数料を受け取る約束で¥5,170,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",5025240,"売り主なので（1-％）です。|5,170,000×0.972"
2,仲立人,"仲立人が売り主・買い主双方から2.8％ずつの手数料を受け取る約束で¥5,170,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",289520,"仲立人なので（売り主・買い主の手数料％の合計）です。|5,170,000×0.056"
2,仲立人,"仲立人が売り主・買い主双方から2.6％ずつの手数料を受け取る約束で¥7,340,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",7530840,"買い主なので（1+％）です。|7,340,000×1.026"
2,仲立人,"仲立人が売り主・買い主双方から2.6％ずつの手数料を受け取る約束で¥7,340,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",7149160,"売り主なので（1-％）です。|7,340,000×0.974"
2,仲立人,"仲立人が売り主・買い主双方から2.6％ずつの手数料を受け取る約束で¥7,340,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",381680,"仲立人なので（売り主・買い主の手数料％の合計）です。|7,340,000×0.052"
2,仲立人,"仲立人が売り主から2.9％、買い主から3.2％の手数料を受け取る約束で¥6,890,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",7110480,"買い主なので（1+％）です。|6,890,000×1.032"
2,仲立人,"仲立人が売り主から2.9％、買い主から3.2％の手数料を受け取る約束で¥6,890,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",6690190,"売り主なので（1-％）です。|6,890,000×0.971"
2,仲立人,"仲立人が売り主から2.9％、買い主から3.2％の手数料を受け取る約束で¥6,890,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",420290,"仲立人なので（売り主・買い主の手数料％の合計）です。|6,890,000×0.061"
2,仲立人,"仲立人が売り主・買い主双方から2.7％ずつの手数料を受け取る約束で¥8,150,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",8370050,"買い主なので（1+％）です。|8,150,000×1.027"
2,仲立人,"仲立人が売り主・買い主双方から2.7％ずつの手数料を受け取る約束で¥8,150,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",7929950,"売り主なので（1-％）です。|8,150,000×0.973"
2,仲立人,"仲立人が売り主・買い主双方から2.7％ずつの手数料を受け取る約束で¥8,150,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",440100,"仲立人なので（売り主・買い主の手数料％の合計）です。|8,150,000×0.054"
